Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,cetes_28,cetes_91,cetes_182,cetes_364,bonos_0_3,bonos_3_5,bonos_5_7,bonos_7_10,bonos_10_20,bonos_20_30,udibonos_3y,udibonos_10y,udibonos_20y,udibonos_30y
22/09/2017,6.959336,7.079147,7.099999,7.1195,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
25/09/2017,6.989266,7.070038,7.104695,7.120003,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
26/09/2017,6.981033,7.063668,7.120624,7.122096,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
27/09/2017,7.01113,7.05666,7.112019,7.130935,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
28/09/2017,7.008237,7.050774,7.12999,7.148714,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
29/09/2017,7.009322,7.046131,7.123645,7.120353,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
02/10/2017,6.999712,7.053687,7.119989,7.120087,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
03/10/2017,7.014197,7.045359,7.111285,7.11647,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
04/10/2017,7.001227,7.025756,7.099995,7.120275,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
05/10/2017,7.028859,7.058438,7.12001,7.140002,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
06/10/2017,7.031295,7.07546,7.120004,7.142011,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
09/10/2017,7.02999,7.059636,7.100513,7.140003,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
10/10/2017,7.029285,7.052327,7.099849,7.14695,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
11/10/2017,7.030026,7.053158,7.10903,7.150691,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
12/10/2017,7.034492,7.071922,7.149919,7.197939,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
13/10/2017,7.026299,7.110842,7.169991,7.24253,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
16/10/2017,7.031053,7.119998,7.193253,7.28016,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
17/10/2017,7.030779,7.120206,7.23001,7.290238,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
18/10/2017,7.035226,7.097988,7.147999,7.243103,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
19/10/2017,6.977433,7.082579,7.158441,7.238632,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
20/10/2017,7.02091,7.090002,7.160331,7.244377,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
23/10/2017,6.993505,7.094053,7.160706,7.23759,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
24/10/2017,7.030937,7.107087,7.179373,7.241555,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
25/10/2017,7.031925,7.09002,7.160004,7.280312,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
26/10/2017,7.020585,7.089999,7.180503,7.284764,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
27/10/2017,7.019966,7.096133,7.190339,7.299995,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
30/10/2017,7.009251,7.119998,7.211408,7.305403,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
31/10/2017,7.004405,7.115356,7.190235,7.278291,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
01/11/2017,7.02477,7.109658,7.200002,7.267278,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
03/11/2017,7.026164,7.10674,7.186844,7.263927,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
06/11/2017,7.039078,7.108481,7.189994,7.272692,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
07/11/2017,7.059997,7.119989,7.189991,7.270004,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
08/11/2017,7.061964,7.100002,7.204323,7.279448,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
09/11/2017,7.020065,7.12386,7.205466,7.276817,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
10/11/2017,7.040178,7.122196,7.203622,7.250003,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
13/11/2017,7.04362,7.120982,7.211213,7.256262,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
14/11/2017,7.000615,7.129861,7.249991,7.270001,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
15/11/2017,7.015421,7.142916,7.250232,7.289039,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
16/11/2017,7.008757,7.144032,7.247604,7.276061,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
17/11/2017,7.000025,7.138937,7.249198,7.270001,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
21/11/2017,6.998088,7.128649,7.221848,7.249997,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
22/11/2017,6.980598,7.136785,7.219897,7.23,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
23/11/2017,7.049831,7.160434,7.2329,7.259997,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
24/11/2017,7.021853,7.129033,7.216073,7.239106,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
27/11/2017,6.981393,7.129417,7.209282,7.220005,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
28/11/2017,7.010564,7.138781,7.20999,7.247793,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
29/11/2017,7.002713,7.162449,7.239991,7.269569,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
30/11/2017,6.971584,7.161787,7.258143,7.292026,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
01/12/2017,6.977255,7.157752,7.259993,7.290784,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
04/12/2017,7.000318,7.156694,7.269096,7.31632,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
05/12/2017,7.014355,7.202182,7.315142,7.342205,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
06/12/2017,7.063285,7.212428,7.327105,7.350006,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
07/12/2017,7.067769,7.233068,7.338158,7.339995,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
08/12/2017,7.015924,7.225359,7.317749,7.289996,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
11/12/2017,7.208375,7.275433,7.339995,7.320826,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
13/12/2017,7.215312,7.291077,7.320937,7.301785,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
14/12/2017,7.217923,7.293294,7.361204,7.430451,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
15/12/2017,7.249604,7.329985,7.425398,7.545049,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
18/12/2017,7.252598,7.324541,7.430023,7.540402,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
19/12/2017,7.210052,7.335239,7.439824,7.56062,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
20/12/2017,7.209864,7.33999,7.440168,7.525671,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
21/12/2017,7.237427,7.337696,7.492561,7.569693,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
22/12/2017,7.200005,7.323431,7.490002,7.579994,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
26/12/2017,7.199942,7.350018,7.512598,7.619392,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
27/12/2017,7.17008,7.338806,7.512668,7.617231,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
28/12/2017,7.222084,7.357363,7.506259,7.591505,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
29/12/2017,7.218065,7.34042,7.500687,7.570035,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
02/01/2018,7.167244,7.341173,7.529329,7.779998,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
03/01/2018,7.094315,7.313141,7.479989,7.701551,8,6.5,N/E,7.5,10,8,2.5,4,N/E,4
04/01/2018,7.240027,7.305358,7.497909,7.666584,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
05/01/2018,7.184236,7.309992,7.500003,7.649998,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
08/01/2018,7.276377,7.299986,7.515743,7.639996,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
09/01/2018,7.247965,7.329041,7.540003,7.650006,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
10/01/2018,7.263187,7.377777,7.576773,7.686049,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
11/01/2018,7.244058,7.402101,7.577622,7.688275,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
12/01/2018,7.257557,7.385367,7.565981,7.661121,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
15/01/2018,7.244268,7.373747,7.554449,7.652862,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
16/01/2018,7.199942,7.355566,7.559423,7.649616,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
17/01/2018,7.257244,7.349984,7.540923,7.639999,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
18/01/2018,7.278385,7.380015,7.555862,7.646367,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
19/01/2018,7.241248,7.360018,7.554505,7.646215,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
22/01/2018,7.24033,7.36916,7.562985,7.640613,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
23/01/2018,7.229956,7.371431,7.582821,7.651504,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
24/01/2018,7.236773,7.373788,7.580006,7.617132,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
25/01/2018,7.249519,7.386131,7.58001,7.630869,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
26/01/2018,7.24583,7.379641,7.579476,7.621206,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
29/01/2018,7.239422,7.389651,7.579866,7.633637,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
30/01/2018,7.237222,7.410014,7.618567,7.662999,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
31/01/2018,7.286135,7.411757,7.592478,7.645819,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
01/02/2018,7.247958,7.429281,7.600005,7.640652,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
02/02/2018,7.257961,7.491362,7.610085,7.649399,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
06/02/2018,7.310051,7.535695,7.680008,7.721345,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
07/02/2018,7.298517,7.52474,7.669997,7.700006,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
08/02/2018,7.510012,7.569715,7.675104,7.762016,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
09/02/2018,7.53946,7.587278,7.700003,7.802824,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
12/02/2018,7.536022,7.575234,7.700934,7.803303,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
13/02/2018,7.505505,7.590797,7.739999,7.809995,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
14/02/2018,7.553966,7.599553,7.756918,7.81465,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
15/02/2018,7.521849,7.607191,7.78826,7.790002,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
16/02/2018,7.499951,7.609457,7.794016,7.771215,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
19/02/2018,7.499963,7.609606,7.793758,7.772282,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
20/02/2018,7.491283,7.619004,7.840007,7.847116,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
21/02/2018,7.482459,7.617196,7.800287,7.819452,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
22/02/2018,7.483217,7.630001,7.762485,7.797668,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
23/02/2018,7.470018,7.633591,7.761632,7.784592,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
26/02/2018,7.468602,7.629992,7.765921,7.798025,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
27/02/2018,7.42934,7.649992,7.760319,7.850005,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
28/02/2018,7.446295,7.637826,7.759046,7.805655,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
01/03/2018,7.470153,7.644552,7.776828,7.819017,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
02/03/2018,7.474688,7.631306,7.782182,7.829504,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
05/03/2018,7.459995,7.636172,7.79943,7.831523,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
06/03/2018,7.495174,7.635452,7.840007,7.820633,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
07/03/2018,7.500272,7.640021,7.823326,7.834794,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
08/03/2018,7.530175,7.637687,7.799997,7.801817,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
09/03/2018,7.545123,7.647591,7.817748,7.79135,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
12/03/2018,7.545719,7.649821,7.809999,7.790323,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
13/03/2018,7.431553,7.640009,7.785309,7.795302,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
14/03/2018,7.403032,7.640021,7.780008,7.793186,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
15/03/2018,7.457203,7.620014,7.747753,7.780004,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
16/03/2018,7.447906,7.630019,7.747074,7.783062,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
20/03/2018,7.366771,7.640009,7.749993,7.779716,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
21/03/2018,7.342435,7.631198,7.735607,7.743105,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
22/03/2018,7.426247,7.643442,7.730855,7.746768,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
23/03/2018,7.413795,7.652701,7.742013,7.750005,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
26/03/2018,7.399371,7.661668,7.730006,7.763393,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
27/03/2018,7.456677,7.670002,7.706512,7.742464,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
28/03/2018,7.439966,7.655359,7.717419,7.736274,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
02/04/2018,7.470875,7.650594,7.707391,7.740312,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
03/04/2018,7.476587,7.65047,7.689997,7.719228,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
04/04/2018,7.511688,7.647044,7.670768,7.686756,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
05/04/2018,7.465657,7.630001,7.660009,7.660005,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
06/04/2018,7.463681,7.63733,7.658166,7.657551,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
09/04/2018,7.529355,7.615957,7.621269,7.609995,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
10/04/2018,7.481802,7.628421,7.621726,7.599995,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
11/04/2018,7.474367,7.630013,7.628057,7.60238,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
12/04/2018,7.448098,7.6,7.600005,7.568022,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
13/04/2018,7.450737,7.603891,7.589997,7.564175,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
16/04/2018,7.449666,7.62055,7.591894,7.560473,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
17/04/2018,7.409589,7.61462,7.600001,7.553172,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
18/04/2018,7.429617,7.61803,7.600005,7.573985,8,6.5,N/E,7.5,8.5,8,2.5,4,N/E,4
19/04/2018,7.486729,7.620014,7.598257,7.589996,8,8,N/E,7.5,8.5,8,2.5,4,N/E,4
20/04/2018,7.496041,7.630019,7.600199,7.619997,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
23/04/2018,7.506932,7.639906,7.600001,7.651415,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
24/04/2018,7.49397,7.629333,7.628204,7.710003,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
25/04/2018,7.505578,7.630013,7.622937,7.719996,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
26/04/2018,7.438213,7.630001,7.619992,7.677374,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
27/04/2018,7.450467,7.638244,7.616839,7.661096,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
30/04/2018,7.397099,7.632738,7.679997,7.669998,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
02/05/2018,7.472551,7.647527,7.678276,7.677912,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
03/05/2018,7.519638,7.647018,7.677517,7.680003,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
04/05/2018,7.463681,7.656482,7.670003,7.690396,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
07/05/2018,7.462543,7.655788,7.702925,7.739662,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
08/05/2018,7.434713,7.739988,7.754471,7.828727,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
09/05/2018,7.457193,7.71,7.723951,7.791311,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
10/05/2018,7.515345,7.675875,7.662049,7.761499,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
11/05/2018,7.520042,7.680954,7.669171,7.760006,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
14/05/2018,7.555567,7.701121,7.684726,7.801424,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
15/05/2018,7.516251,7.747935,7.810001,7.868908,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
16/05/2018,7.547029,7.743022,7.758521,7.822704,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
17/05/2018,7.559314,7.729984,7.755972,7.799995,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
18/05/2018,7.549978,7.779453,7.825591,7.905692,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
21/05/2018,7.555112,7.785116,7.851309,7.947691,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
22/05/2018,7.517516,7.758314,7.811967,7.901263,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
23/05/2018,7.499138,7.751015,7.790261,7.889447,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
24/05/2018,7.509752,7.735165,7.817347,7.893187,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
25/05/2018,7.475141,7.736515,7.813951,7.879963,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
28/05/2018,7.50163,7.744274,7.820003,7.889565,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
29/05/2018,7.480064,7.731695,7.880006,7.933163,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
30/05/2018,7.515321,7.722602,7.86,7.93,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
31/05/2018,7.518337,7.740018,7.863751,7.959995,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
01/06/2018,7.52611,7.749358,7.869991,7.960781,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
04/06/2018,7.506478,7.759992,7.890006,7.980004,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
05/06/2018,7.496024,7.790017,7.905537,7.989383,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
06/06/2018,7.449927,7.764762,7.879997,7.936448,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
07/06/2018,7.503248,7.804428,7.932813,7.969153,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
08/06/2018,7.505344,7.802776,7.930003,7.99,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
11/06/2018,7.520871,7.826783,7.942719,8.009534,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
12/06/2018,7.530316,7.873903,7.99001,8.048281,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
13/06/2018,7.578078,7.882983,7.979792,8.009994,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
14/06/2018,7.639973,7.910012,8.003918,8.065943,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
15/06/2018,7.65746,7.928165,8.018971,8.086049,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
18/06/2018,7.690124,7.914954,8.000008,8.06978,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
19/06/2018,7.699902,7.900018,7.989858,8.100006,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
20/06/2018,7.692374,7.872612,7.940007,8.010827,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
21/06/2018,7.731573,7.918656,7.999705,8.062485,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
22/06/2018,7.727056,7.888482,7.986732,8.032903,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
25/06/2018,7.725131,7.870005,7.969111,8.033127,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
26/06/2018,7.740052,7.863171,8.000006,8.026776,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
27/06/2018,7.710048,7.870635,8.000683,8.041742,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
28/06/2018,7.665734,7.879434,7.949911,8.012117,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
29/06/2018,7.682141,7.897341,7.98029,8.060569,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
02/07/2018,7.694367,7.900729,8.006065,8.133327,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
03/07/2018,7.645687,7.899801,8.050011,8.115083,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
04/07/2018,7.648437,7.879995,8.046771,8.109929,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
05/07/2018,7.741072,7.883837,8.031293,8.100005,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
06/07/2018,7.732181,7.892641,8.029994,8.100001,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
09/07/2018,7.757867,7.912118,8.05939,8.115144,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
10/07/2018,7.734835,7.889024,8.05288,8.108559,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
11/07/2018,7.718472,7.894848,8.04999,8.113425,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
12/07/2018,7.714136,7.873837,8.017085,8.099997,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
13/07/2018,7.730023,7.879997,8.019998,8.10722,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
16/07/2018,7.729981,7.86618,8.019994,8.10066,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
17/07/2018,7.710018,7.861911,8.02642,8.120004,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
18/07/2018,7.672057,7.855607,7.999911,8.116317,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
19/07/2018,7.719992,7.86536,8.000005,8.140005,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
20/07/2018,7.69954,7.861822,8.00001,8.14179,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
23/07/2018,7.699975,7.899827,7.999989,8.15,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
24/07/2018,7.676193,7.889546,8.03,8.178379,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
25/07/2018,7.671066,7.870064,8.029995,8.170002,7.25,8,N/E,7.5,8.5,8,2.5,4,N/E,4
26/07/2018,7.752002,7.89001,8.010002,8.140592,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
27/07/2018,7.758215,7.890021,8.009997,8.149878,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
30/07/2018,7.759988,7.890373,7.995472,8.1487,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
31/07/2018,7.765186,7.892718,7.997795,8.145008,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
01/08/2018,7.772654,7.892915,8.006837,8.149137,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
02/08/2018,7.803664,7.840878,7.942528,8.081874,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
03/08/2018,7.800032,7.85101,7.950006,8.072545,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
06/08/2018,7.817127,7.860681,7.949251,8.063034,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
07/08/2018,7.79949,7.882332,7.949991,8.070004,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
08/08/2018,7.796608,7.860089,7.940913,8.064101,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
09/08/2018,7.75994,7.881533,7.953794,8.080002,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
10/08/2018,7.768331,7.891809,7.970002,8.129176,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
13/08/2018,7.739983,7.908551,7.947668,8.151081,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
14/08/2018,7.735151,7.894412,7.953126,8.150974,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
15/08/2018,7.739946,7.89164,7.980788,8.230006,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
16/08/2018,7.726368,7.8989,8.081769,8.219002,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
17/08/2018,7.71667,7.88869,8.09001,8.212785,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
20/08/2018,7.713159,7.892392,8.09001,8.220006,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
21/08/2018,7.69026,7.879986,8.070005,8.179949,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
22/08/2018,7.673709,7.879995,8.025709,8.113876,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
23/08/2018,7.719862,7.892027,8.03021,8.120795,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
24/08/2018,7.689964,7.889854,8.018435,8.121913,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
27/08/2018,7.66012,7.887021,8.011555,8.120004,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
28/08/2018,7.659596,7.889415,8.010818,8.139997,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
29/08/2018,7.666606,7.884169,8.001883,8.135921,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
30/08/2018,7.711274,7.88894,8.028231,8.130368,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
31/08/2018,7.706284,7.898339,8.020006,8.122461,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
03/09/2018,7.712098,7.889986,8.01529,8.120433,7.25,8,N/E,7.5,8.5,8,2,4,N/E,4
